date,sku,qty
2024-10-01,8815 ESTRELLA FUGAZ,0
2024-11-01,8815 ESTRELLA FUGAZ,0
2024-12-01,8815 ESTRELLA FUGAZ,0
2025-01-01,8815 ESTRELLA FUGAZ,0
2023-01-01,8815 ESTRELLA G,8
2023-02-01,8815 ESTRELLA G,5
2023-03-01,8815 ESTRELLA G,0
2023-04-01,8815 ESTRELLA G,1
2023-05-01,8815 ESTRELLA G,6
2023-06-01,8815 ESTRELLA G,9
2023-07-01,8815 ESTRELLA G,0
2023-08-01,8815 ESTRELLA G,0
2023-09-01,8815 ESTRELLA G,0
2023-10-01,8815 ESTRELLA G,43
2023-11-01,8815 ESTRELLA G,59
2023-12-01,8815 ESTRELLA G,27
2024-01-01,8815 ESTRELLA G,0
2024-02-01,8815 ESTRELLA G,0
2024-03-01,8815 ESTRELLA G,0
2024-04-01,8815 ESTRELLA G,0
2024-05-01,8815 ESTRELLA G,0
2024-06-01,8815 ESTRELLA G,0
2024-07-01,8815 ESTRELLA G,19
2024-08-01,8815 ESTRELLA G,36
2024-09-01,8815 ESTRELLA G,24
2024-10-01,8815 ESTRELLA G,32
2024-11-01,8815 ESTRELLA G,43
2024-12-01,8815 ESTRELLA G,31
2025-01-01,8815 ESTRELLA G,0
2023-01-01,8815 FLOR 6 ONDAS,1
2023-02-01,8815 FLOR 6 ONDAS,4
2023-03-01,8815 FLOR 6 ONDAS,2
2023-04-01,8815 FLOR 6 ONDAS,15
2023-05-01,8815 FLOR 6 ONDAS,10
2023-06-01,8815 FLOR 6 ONDAS,5
2023-07-01,8815 FLOR 6 ONDAS,7
2023-08-01,8815 FLOR 6 ONDAS,4
2023-09-01,8815 FLOR 6 ONDAS,7
2023-10-01,8815 FLOR 6 ONDAS,2
2023-11-01,8815 FLOR 6 ONDAS,4
2023-12-01,8815 FLOR 6 ONDAS,0
2024-01-01,8815 FLOR 6 ONDAS,2
2024-02-01,8815 FLOR 6 ONDAS,6
2024-03-01,8815 FLOR 6 ONDAS,1
2024-04-01,8815 FLOR 6 ONDAS,12
2024-05-01,8815 FLOR 6 ONDAS,19
2024-06-01,8815 FLOR 6 ONDAS,4
2024-07-01,8815 FLOR 6 ONDAS,6
2024-08-01,8815 FLOR 6 ONDAS,2
2024-09-01,8815 FLOR 6 ONDAS,6
2024-10-01,8815 FLOR 6 ONDAS,4
2024-11-01,8815 FLOR 6 ONDAS,3
2024-12-01,8815 FLOR 6 ONDAS,1
2025-01-01,8815 FLOR 6 ONDAS,0
2023-01-01,8815 FLOR 9 ONDAS,2
2023-02-01,8815 FLOR 9 ONDAS,6
2023-03-01,8815 FLOR 9 ONDAS,4
2023-04-01,8815 FLOR 9 ONDAS,31
2023-05-01,8815 FLOR 9 ONDAS,10
2023-06-01,8815 FLOR 9 ONDAS,8
2023-07-01,8815 FLOR 9 ONDAS,7
2023-08-01,8815 FLOR 9 ONDAS,1
2023-09-01,8815 FLOR 9 ONDAS,0
2023-10-01,8815 FLOR 9 ONDAS,0
2023-11-01,8815 FLOR 9 ONDAS,0
2023-12-01,8815 FLOR 9 ONDAS,0
2024-01-01,8815 FLOR 9 ONDAS,0
2024-02-01,8815 FLOR 9 ONDAS,0
2024-03-01,8815 FLOR 9 ONDAS,0
2024-04-01,8815 FLOR 9 ONDAS,0
2024-05-01,8815 FLOR 9 ONDAS,0
2024-06-01,8815 FLOR 9 ONDAS,0
2024-07-01,8815 FLOR 9 ONDAS,0
2024-08-01,8815 FLOR 9 ONDAS,0
2024-09-01,8815 FLOR 9 ONDAS,0
2024-10-01,8815 FLOR 9 ONDAS,0
2024-11-01,8815 FLOR 9 ONDAS,1
2024-12-01,8815 FLOR 9 ONDAS,1
2025-01-01,8815 FLOR 9 ONDAS,0
2023-01-01,8815 FLOR BONITA,3
2023-02-01,8815 FLOR BONITA,7
2023-03-01,8815 FLOR BONITA,10
2023-04-01,8815 FLOR BONITA,28
2023-05-01,8815 FLOR BONITA,20
2023-06-01,8815 FLOR BONITA,8
2023-07-01,8815 FLOR BONITA,12
2023-08-01,8815 FLOR BONITA,7
2023-09-01,8815 FLOR BONITA,9
2023-10-01,8815 FLOR BONITA,6
2023-11-01,8815 FLOR BONITA,6
2023-12-01,8815 FLOR BONITA,3
2024-01-01,8815 FLOR BONITA,9
2024-02-01,8815 FLOR BONITA,12
2024-03-01,8815 FLOR BONITA,12
2024-04-01,8815 FLOR BONITA,19
2024-05-01,8815 FLOR BONITA,18
2024-06-01,8815 FLOR BONITA,0
2024-07-01,8815 FLOR BONITA,0
2024-08-01,8815 FLOR BONITA,0
2024-09-01,8815 FLOR BONITA,0
2024-10-01,8815 FLOR BONITA,0
2024-11-01,8815 FLOR BONITA,7
2024-12-01,8815 FLOR BONITA,6
2025-01-01,8815 FLOR BONITA,0
2023-01-01,8815 FLOR CORTADA,2
2023-02-01,8815 FLOR CORTADA,9
2023-03-01,8815 FLOR CORTADA,11
2023-04-01,8815 FLOR CORTADA,24
2023-05-01,8815 FLOR CORTADA,21
2023-06-01,8815 FLOR CORTADA,11
2023-07-01,8815 FLOR CORTADA,5
2023-08-01,8815 FLOR CORTADA,10
2023-09-01,8815 FLOR CORTADA,10
2023-10-01,8815 FLOR CORTADA,11
2023-11-01,8815 FLOR CORTADA,10
2023-12-01,8815 FLOR CORTADA,1
2024-01-01,8815 FLOR CORTADA,8
2024-02-01,8815 FLOR CORTADA,14
2024-03-01,8815 FLOR CORTADA,10
2024-04-01,8815 FLOR CORTADA,1
2024-05-01,8815 FLOR CORTADA,0
2024-06-01,8815 FLOR CORTADA,0
2024-07-01,8815 FLOR CORTADA,5
2024-08-01,8815 FLOR CORTADA,7
2024-09-01,8815 FLOR CORTADA,7
2024-10-01,8815 FLOR CORTADA,13
2024-11-01,8815 FLOR CORTADA,6
2024-12-01,8815 FLOR CORTADA,0
2025-01-01,8815 FLOR CORTADA,0
2023-01-01,8815 FLOR ESTRELLA,1
2023-02-01,8815 FLOR ESTRELLA,1
2023-03-01,8815 FLOR ESTRELLA,3
2023-04-01,8815 FLOR ESTRELLA,19
2023-05-01,8815 FLOR ESTRELLA,6
2023-06-01,8815 FLOR ESTRELLA,3
2023-07-01,8815 FLOR ESTRELLA,5
2023-08-01,8815 FLOR ESTRELLA,6
2023-09-01,8815 FLOR ESTRELLA,6
2023-10-01,8815 FLOR ESTRELLA,8
2023-11-01,8815 FLOR ESTRELLA,2
2023-12-01,8815 FLOR ESTRELLA,2
2024-01-01,8815 FLOR ESTRELLA,7
2024-02-01,8815 FLOR ESTRELLA,4
2024-03-01,8815 FLOR ESTRELLA,5
2024-04-01,8815 FLOR ESTRELLA,20
2024-05-01,8815 FLOR ESTRELLA,17
2024-06-01,8815 FLOR ESTRELLA,3
2024-07-01,8815 FLOR ESTRELLA,4
2024-08-01,8815 FLOR ESTRELLA,10
2024-09-01,8815 FLOR ESTRELLA,2
2024-10-01,8815 FLOR ESTRELLA,14
2024-11-01,8815 FLOR ESTRELLA,4
2024-12-01,8815 FLOR ESTRELLA,2
2025-01-01,8815 FLOR ESTRELLA,0
2023-01-01,8815 GORRO NOEL,0
2023-02-01,8815 GORRO NOEL,0
2023-03-01,8815 GORRO NOEL,0
2023-04-01,8815 GORRO NOEL,0
2023-05-01,8815 GORRO NOEL,0
2023-06-01,8815 GORRO NOEL,0
2023-07-01,8815 GORRO NOEL,0
2023-08-01,8815 GORRO NOEL,0
2023-09-01,8815 GORRO NOEL,0
2023-10-01,8815 GORRO NOEL,0
2023-11-01,8815 GORRO NOEL,0
2023-12-01,8815 GORRO NOEL,0
2024-01-01,8815 GORRO NOEL,0
2024-02-01,8815 GORRO NOEL,0
2024-03-01,8815 GORRO NOEL,0
2024-04-01,8815 GORRO NOEL,0
2024-05-01,8815 GORRO NOEL,0
2024-06-01,8815 GORRO NOEL,4
2024-07-01,8815 GORRO NOEL,24
2024-08-01,8815 GORRO NOEL,0
2024-09-01,8815 GORRO NOEL,16
2024-10-01,8815 GORRO NOEL,8
2024-11-01,8815 GORRO NOEL,10
2024-12-01,8815 GORRO NOEL,6
2025-01-01,8815 GORRO NOEL,0
2023-01-01,8815 HOJA DE PARRA,0
2023-02-01,8815 HOJA DE PARRA,0
2023-03-01,8815 HOJA DE PARRA,0
2023-04-01,8815 HOJA DE PARRA,2
2023-05-01,8815 HOJA DE PARRA,2
2023-06-01,8815 HOJA DE PARRA,2
2023-07-01,8815 HOJA DE PARRA,2
2023-08-01,8815 HOJA DE PARRA,1
2023-09-01,8815 HOJA DE PARRA,2
2023-10-01,8815 HOJA DE PARRA,3
2023-11-01,8815 HOJA DE PARRA,3
2023-12-01,8815 HOJA DE PARRA,1
2024-01-01,8815 HOJA DE PARRA,1
2024-02-01,8815 HOJA DE PARRA,4
2024-03-01,8815 HOJA DE PARRA,1
2024-04-01,8815 HOJA DE PARRA,1
2024-05-01,8815 HOJA DE PARRA,0
2024-06-01,8815 HOJA DE PARRA,1
2024-07-01,8815 HOJA DE PARRA,1
2024-08-01,8815 HOJA DE PARRA,2
2024-09-01,8815 HOJA DE PARRA,0
2024-10-01,8815 HOJA DE PARRA,2
2024-11-01,8815 HOJA DE PARRA,1
2024-12-01,8815 HOJA DE PARRA,0
2025-01-01,8815 HOJA DE PARRA,0
2023-01-01,8815 LAZO,2
2023-02-01,8815 LAZO,5
2023-03-01,8815 LAZO,2
2023-04-01,8815 LAZO,11
2023-05-01,8815 LAZO,6
2023-06-01,8815 LAZO,17
2023-07-01,8815 LAZO,0
2023-08-01,8815 LAZO,0
2023-09-01,8815 LAZO,0
2023-10-01,8815 LAZO,0
2023-11-01,8815 LAZO,0
2023-12-01,8815 LAZO,0
2024-01-01,8815 LAZO,0
2024-02-01,8815 LAZO,0
2024-03-01,8815 LAZO,0
2024-04-01,8815 LAZO,0
2024-05-01,8815 LAZO,0
2024-06-01,8815 LAZO,1
2024-07-01,8815 LAZO,22
2024-08-01,8815 LAZO,6
2024-09-01,8815 LAZO,11
2024-10-01,8815 LAZO,11
2024-11-01,8815 LAZO,5
2024-12-01,8815 LAZO,6
2025-01-01,8815 LAZO,0
2023-01-01,8815 MANO,2
2023-02-01,8815 MANO,6
2023-03-01,8815 MANO,4
2023-04-01,8815 MANO,3
2023-05-01,8815 MANO,7
2023-06-01,8815 MANO,6
2023-07-01,8815 MANO,4
2023-08-01,8815 MANO,4
2023-09-01,8815 MANO,9
2023-10-01,8815 MANO,9
2023-11-01,8815 MANO,6
2023-12-01,8815 MANO,1
2024-01-01,8815 MANO,3
2024-02-01,8815 MANO,10
2024-03-01,8815 MANO,6
2024-04-01,8815 MANO,6
2024-05-01,8815 MANO,14
2024-06-01,8815 MANO,8
2024-07-01,8815 MANO,6
2024-08-01,8815 MANO,7
2024-09-01,8815 MANO,5
2024-10-01,8815 MANO,1
2024-11-01,8815 MANO,3
2024-12-01,8815 MANO,5
2025-01-01,8815 MANO,0
2023-01-01,8815 MARGARITA X6 PETALOS,1
2023-02-01,8815 MARGARITA X6 PETALOS,5
2023-03-01,8815 MARGARITA X6 PETALOS,8
2023-04-01,8815 MARGARITA X6 PETALOS,10
2023-05-01,8815 MARGARITA X6 PETALOS,13
2023-06-01,8815 MARGARITA X6 PETALOS,4
2023-07-01,8815 MARGARITA X6 PETALOS,8
2023-08-01,8815 MARGARITA X6 PETALOS,6
2023-09-01,8815 MARGARITA X6 PETALOS,8
2023-10-01,8815 MARGARITA X6 PETALOS,5
2023-11-01,8815 MARGARITA X6 PETALOS,2
2023-12-01,8815 MARGARITA X6 PETALOS,3
2024-01-01,8815 MARGARITA X6 PETALOS,4
2024-02-01,8815 MARGARITA X6 PETALOS,6
2024-03-01,8815 MARGARITA X6 PETALOS,5
2024-04-01,8815 MARGARITA X6 PETALOS,21
2024-05-01,8815 MARGARITA X6 PETALOS,21
2024-06-01,8815 MARGARITA X6 PETALOS,8
2024-07-01,8815 MARGARITA X6 PETALOS,14
2024-08-01,8815 MARGARITA X6 PETALOS,5
2024-09-01,8815 MARGARITA X6 PETALOS,1
2024-10-01,8815 MARGARITA X6 PETALOS,0
2024-11-01,8815 MARGARITA X6 PETALOS,2
2024-12-01,8815 MARGARITA X6 PETALOS,2
2025-01-01,8815 MARGARITA X6 PETALOS,0
2023-01-01,8815 MARGARITA X8 PETALOS,2
2023-02-01,8815 MARGARITA X8 PETALOS,4
2023-03-01,8815 MARGARITA X8 PETALOS,8
2023-04-01,8815 MARGARITA X8 PETALOS,24
2023-05-01,8815 MARGARITA X8 PETALOS,15
2023-06-01,8815 MARGARITA X8 PETALOS,10
2023-07-01,8815 MARGARITA X8 PETALOS,4
2023-08-01,8815 MARGARITA X8 PETALOS,5
2023-09-01,8815 MARGARITA X8 PETALOS,7
2023-10-01,8815 MARGARITA X8 PETALOS,7
2023-11-01,8815 MARGARITA X8 PETALOS,6
2023-12-01,8815 MARGARITA X8 PETALOS,8
2024-01-01,8815 MARGARITA X8 PETALOS,8
2024-02-01,8815 MARGARITA X8 PETALOS,8
2024-03-01,8815 MARGARITA X8 PETALOS,11
2024-04-01,8815 MARGARITA X8 PETALOS,14
2024-05-01,8815 MARGARITA X8 PETALOS,0
2024-06-01,8815 MARGARITA X8 PETALOS,0
2024-07-01,8815 MARGARITA X8 PETALOS,13
2024-08-01,8815 MARGARITA X8 PETALOS,7
2024-09-01,8815 MARGARITA X8 PETALOS,22
2024-10-01,8815 MARGARITA X8 PETALOS,11
2024-11-01,8815 MARGARITA X8 PETALOS,13
2024-12-01,8815 MARGARITA X8 PETALOS,1
2025-01-01,8815 MARGARITA X8 PETALOS,0
2023-01-01,8815 MARIPOSA,2
2023-02-01,8815 MARIPOSA,5
2023-03-01,8815 MARIPOSA,6
2023-04-01,8815 MARIPOSA,8
2023-05-01,8815 MARIPOSA,9
2023-06-01,8815 MARIPOSA,9
2023-07-01,8815 MARIPOSA,10
2023-08-01,8815 MARIPOSA,9
2023-09-01,8815 MARIPOSA,9
2023-10-01,8815 MARIPOSA,8
2023-11-01,8815 MARIPOSA,11
2023-12-01,8815 MARIPOSA,0
2024-01-01,8815 MARIPOSA,5
2024-02-01,8815 MARIPOSA,10
2024-03-01,8815 MARIPOSA,9
2024-04-01,8815 MARIPOSA,0
2024-05-01,8815 MARIPOSA,0
2024-06-01,8815 MARIPOSA,0
2024-07-01,8815 MARIPOSA,0
2024-08-01,8815 MARIPOSA,0
2024-09-01,8815 MARIPOSA,0
2024-10-01,8815 MARIPOSA,0
2024-11-01,8815 MARIPOSA,0
2024-12-01,8815 MARIPOSA,0
2025-01-01,8815 MARIPOSA,0
2023-01-01,8815 MARIPOSA CALADA,0
2023-02-01,8815 MARIPOSA CALADA,0
2023-03-01,8815 MARIPOSA CALADA,0
2023-04-01,8815 MARIPOSA CALADA,1
2023-05-01,8815 MARIPOSA CALADA,3
2023-06-01,8815 MARIPOSA CALADA,0
2023-07-01,8815 MARIPOSA CALADA,2
2023-08-01,8815 MARIPOSA CALADA,0
2023-09-01,8815 MARIPOSA CALADA,2
2023-10-01,8815 MARIPOSA CALADA,0
2023-11-01,8815 MARIPOSA CALADA,0
2023-12-01,8815 MARIPOSA CALADA,0
2024-01-01,8815 MARIPOSA CALADA,1
2024-02-01,8815 MARIPOSA CALADA,0
2024-03-01,8815 MARIPOSA CALADA,1
2024-04-01,8815 MARIPOSA CALADA,6
2024-05-01,8815 MARIPOSA CALADA,1
2024-06-01,8815 MARIPOSA CALADA,0
2024-07-01,8815 MARIPOSA CALADA,1
2024-08-01,8815 MARIPOSA CALADA,0
2024-09-01,8815 MARIPOSA CALADA,1
2024-10-01,8815 MARIPOSA CALADA,2
2024-11-01,8815 MARIPOSA CALADA,0
2024-12-01,8815 MARIPOSA CALADA,0
2025-01-01,8815 MARIPOSA CALADA,0
2023-01-01,8815 NIÑA,2
2023-02-01,8815 NIÑA,5
2023-03-01,8815 NIÑA,8
2023-04-01,8815 NIÑA,9
2023-05-01,8815 NIÑA,8
2023-06-01,8815 NIÑA,10
2023-07-01,8815 NIÑA,9
2023-08-01,8815 NIÑA,3
2023-09-01,8815 NIÑA,4
2023-10-01,8815 NIÑA,11
2023-11-01,8815 NIÑA,7
2023-12-01,8815 NIÑA,4
2024-01-01,8815 NIÑA,7
2024-02-01,8815 NIÑA,9
2024-03-01,8815 NIÑA,4
2024-04-01,8815 NIÑA,8
2024-05-01,8815 NIÑA,12
2024-06-01,8815 NIÑA,8
2024-07-01,8815 NIÑA,9
2024-08-01,8815 NIÑA,12
2024-09-01,8815 NIÑA,4
2024-10-01,8815 NIÑA,1
2024-11-01,8815 NIÑA,5
2024-12-01,8815 NIÑA,2
2025-01-01,8815 NIÑA,0
2023-01-01,8815 NIÑO,2
2023-02-01,8815 NIÑO,5
2023-03-01,8815 NIÑO,9
2023-04-01,8815 NIÑO,9
2023-05-01,8815 NIÑO,12
2023-06-01,8815 NIÑO,10
2023-07-01,8815 NIÑO,6
2023-08-01,8815 NIÑO,2
2023-09-01,8815 NIÑO,5
2023-10-01,8815 NIÑO,11
2023-11-01,8815 NIÑO,7
2023-12-01,8815 NIÑO,2
2024-01-01,8815 NIÑO,6
2024-02-01,8815 NIÑO,8
2024-03-01,8815 NIÑO,6
2024-04-01,8815 NIÑO,12
2024-05-01,8815 NIÑO,13
2024-06-01,8815 NIÑO,8
2024-07-01,8815 NIÑO,9
2024-08-01,8815 NIÑO,12
2024-09-01,8815 NIÑO,4
2024-10-01,8815 NIÑO,1
2024-11-01,8815 NIÑO,5
2024-12-01,8815 NIÑO,2
2025-01-01,8815 NIÑO,0
2023-01-01,8815 OSO,1
2023-02-01,8815 OSO,2
2023-03-01,8815 OSO,4
2023-04-01,8815 OSO,7
2023-05-01,8815 OSO,8
2023-06-01,8815 OSO,6
2023-07-01,8815 OSO,1
2023-08-01,8815 OSO,1
2023-09-01,8815 OSO,4
2023-10-01,8815 OSO,5
2023-11-01,8815 OSO,4
2023-12-01,8815 OSO,0
2024-01-01,8815 OSO,4
2024-02-01,8815 OSO,14
2024-03-01,8815 OSO,4
2024-04-01,8815 OSO,4
2024-05-01,8815 OSO,11
2024-06-01,8815 OSO,2
2024-07-01,8815 OSO,2
2024-08-01,8815 OSO,7
2024-09-01,8815 OSO,1
2024-10-01,8815 OSO,0
2024-11-01,8815 OSO,5
2024-12-01,8815 OSO,0
2025-01-01,8815 OSO,0
2023-01-01,8815 OVAL CON BORDE,0
2023-02-01,8815 OVAL CON BORDE,0
2023-03-01,8815 OVAL CON BORDE,0
2023-04-01,8815 OVAL CON BORDE,0
2023-05-01,8815 OVAL CON BORDE,0
2023-06-01,8815 OVAL CON BORDE,2
2023-07-01,8815 OVAL CON BORDE,0
2023-08-01,8815 OVAL CON BORDE,2
2023-09-01,8815 OVAL CON BORDE,2
2023-10-01,8815 OVAL CON BORDE,2
2023-11-01,8815 OVAL CON BORDE,1
2023-12-01,8815 OVAL CON BORDE,1
2024-01-01,8815 OVAL CON BORDE,0
2024-02-01,8815 OVAL CON BORDE,0
2024-03-01,8815 OVAL CON BORDE,0
2024-04-01,8815 OVAL CON BORDE,0
2024-05-01,8815 OVAL CON BORDE,1
2024-06-01,8815 OVAL CON BORDE,0
2024-07-01,8815 OVAL CON BORDE,0
2024-08-01,8815 OVAL CON BORDE,0
2024-09-01,8815 OVAL CON BORDE,0
2024-10-01,8815 OVAL CON BORDE,0
2024-11-01,8815 OVAL CON BORDE,1
2024-12-01,8815 OVAL CON BORDE,0
2025-01-01,8815 OVAL CON BORDE,0
2023-01-01,8815 PAJARO,2
2023-02-01,8815 PAJARO,1
2023-03-01,8815 PAJARO,0
2023-04-01,8815 PAJARO,0
2023-05-01,8815 PAJARO,2
2023-06-01,8815 PAJARO,4
2023-07-01,8815 PAJARO,0
2023-08-01,8815 PAJARO,0
2023-09-01,8815 PAJARO,1
2023-10-01,8815 PAJARO,2
2023-11-01,8815 PAJARO,0
2023-12-01,8815 PAJARO,0
2024-01-01,8815 PAJARO,0
2024-02-01,8815 PAJARO,2
2024-03-01,8815 PAJARO,1
2024-04-01,8815 PAJARO,1
2024-05-01,8815 PAJARO,1
2024-06-01,8815 PAJARO,1
2024-07-01,8815 PAJARO,1
2024-08-01,8815 PAJARO,0
2024-09-01,8815 PAJARO,4
2024-10-01,8815 PAJARO,1
2024-11-01,8815 PAJARO,0
2024-12-01,8815 PAJARO,0
2025-01-01,8815 PAJARO,0
2023-01-01,8815 PALMERA,0
2023-02-01,8815 PALMERA,2
2023-03-01,8815 PALMERA,0
2023-04-01,8815 PALMERA,0
2023-05-01,8815 PALMERA,2
2023-06-01,8815 PALMERA,1
2023-07-01,8815 PALMERA,1
2023-08-01,8815 PALMERA,0
2023-09-01,8815 PALMERA,3
2023-10-01,8815 PALMERA,2
2023-11-01,8815 PALMERA,1
2023-12-01,8815 PALMERA,0
2024-01-01,8815 PALMERA,0
2024-02-01,8815 PALMERA,0
2024-03-01,8815 PALMERA,0
2024-04-01,8815 PALMERA,4
2024-05-01,8815 PALMERA,1
2024-06-01,8815 PALMERA,1
2024-07-01,8815 PALMERA,0
2024-08-01,8815 PALMERA,0
2024-09-01,8815 PALMERA,4
2024-10-01,8815 PALMERA,0
2024-11-01,8815 PALMERA,1
2024-12-01,8815 PALMERA,0
2025-01-01,8815 PALMERA,0
2023-01-01,8815 PALOMA,4
2023-02-01,8815 PALOMA,1
2023-03-01,8815 PALOMA,3
2023-04-01,8815 PALOMA,2
2023-05-01,8815 PALOMA,11
2023-06-01,8815 PALOMA,5
2023-07-01,8815 PALOMA,3
2023-08-01,8815 PALOMA,4
2023-09-01,8815 PALOMA,7
2023-10-01,8815 PALOMA,12
2023-11-01,8815 PALOMA,2
2023-12-01,8815 PALOMA,6
2024-01-01,8815 PALOMA,4
2024-02-01,8815 PALOMA,8
2024-03-01,8815 PALOMA,9
2024-04-01,8815 PALOMA,6
2024-05-01,8815 PALOMA,11
2024-06-01,8815 PALOMA,5
2024-07-01,8815 PALOMA,5
2024-08-01,8815 PALOMA,1
2024-09-01,8815 PALOMA,21
2024-10-01,8815 PALOMA,8
2024-11-01,8815 PALOMA,1
2024-12-01,8815 PALOMA,6
2025-01-01,8815 PALOMA,0
2023-01-01,8815 PENSAMIENTO,0
2023-02-01,8815 PENSAMIENTO,1
2023-03-01,8815 PENSAMIENTO,0
2023-04-01,8815 PENSAMIENTO,0
2023-05-01,8815 PENSAMIENTO,0
2023-06-01,8815 PENSAMIENTO,0
2023-07-01,8815 PENSAMIENTO,1
2023-08-01,8815 PENSAMIENTO,2
2023-09-01,8815 PENSAMIENTO,5
2023-10-01,8815 PENSAMIENTO,1
2023-11-01,8815 PENSAMIENTO,0
2023-12-01,8815 PENSAMIENTO,0
2024-01-01,8815 PENSAMIENTO,2
2024-02-01,8815 PENSAMIENTO,0
2024-03-01,8815 PENSAMIENTO,0
2024-04-01,8815 PENSAMIENTO,0
2024-05-01,8815 PENSAMIENTO,2
2024-06-01,8815 PENSAMIENTO,0
2024-07-01,8815 PENSAMIENTO,0
2024-08-01,8815 PENSAMIENTO,0
2024-09-01,8815 PENSAMIENTO,0
2024-10-01,8815 PENSAMIENTO,0
2024-11-01,8815 PENSAMIENTO,1
2024-12-01,8815 PENSAMIENTO,0
2025-01-01,8815 PENSAMIENTO,0
2023-01-01,8815 PERGAMINO,0
2023-02-01,8815 PERGAMINO,1
2023-03-01,8815 PERGAMINO,1
2023-04-01,8815 PERGAMINO,2
2023-05-01,8815 PERGAMINO,1
2023-06-01,8815 PERGAMINO,3
2023-07-01,8815 PERGAMINO,0
2023-08-01,8815 PERGAMINO,2
2023-09-01,8815 PERGAMINO,3
2023-10-01,8815 PERGAMINO,3
2023-11-01,8815 PERGAMINO,1
2023-12-01,8815 PERGAMINO,0
2024-01-01,8815 PERGAMINO,0
2024-02-01,8815 PERGAMINO,0
2024-03-01,8815 PERGAMINO,0
2024-04-01,8815 PERGAMINO,3
2024-05-01,8815 PERGAMINO,1
2024-06-01,8815 PERGAMINO,0
2024-07-01,8815 PERGAMINO,1
2024-08-01,8815 PERGAMINO,0
2024-09-01,8815 PERGAMINO,0
2024-10-01,8815 PERGAMINO,0
2024-11-01,8815 PERGAMINO,1
2024-12-01,8815 PERGAMINO,0
2025-01-01,8815 PERGAMINO,0
2023-01-01,8815 RAMA FLACA,2
2023-02-01,8815 RAMA FLACA,7
2023-03-01,8815 RAMA FLACA,4
2023-04-01,8815 RAMA FLACA,5
2023-05-01,8815 RAMA FLACA,8
2023-06-01,8815 RAMA FLACA,5
2023-07-01,8815 RAMA FLACA,1
2023-08-01,8815 RAMA FLACA,4
2023-09-01,8815 RAMA FLACA,5
2023-10-01,8815 RAMA FLACA,8
2023-11-01,8815 RAMA FLACA,2
2023-12-01,8815 RAMA FLACA,3
2024-01-01,8815 RAMA FLACA,1
2024-02-01,8815 RAMA FLACA,0
2024-03-01,8815 RAMA FLACA,1
2024-04-01,8815 RAMA FLACA,4
2024-05-01,8815 RAMA FLACA,3
2024-06-01,8815 RAMA FLACA,2
2024-07-01,8815 RAMA FLACA,3
2024-08-01,8815 RAMA FLACA,6
2024-09-01,8815 RAMA FLACA,5
2024-10-01,8815 RAMA FLACA,4
2024-11-01,8815 RAMA FLACA,3
2024-12-01,8815 RAMA FLACA,5
2025-01-01,8815 RAMA FLACA,0
2023-01-01,8815 RAMITA,3
2023-02-01,8815 RAMITA,7
2023-03-01,8815 RAMITA,7
2023-04-01,8815 RAMITA,6
2023-05-01,8815 RAMITA,9
2023-06-01,8815 RAMITA,5
2023-07-01,8815 RAMITA,8
2023-08-01,8815 RAMITA,4
2023-09-01,8815 RAMITA,11
2023-10-01,8815 RAMITA,16
2023-11-01,8815 RAMITA,8
2023-12-01,8815 RAMITA,4
2024-01-01,8815 RAMITA,2
2024-02-01,8815 RAMITA,2
2024-03-01,8815 RAMITA,2
2024-04-01,8815 RAMITA,7
2024-05-01,8815 RAMITA,11
2024-06-01,8815 RAMITA,5
2024-07-01,8815 RAMITA,6
2024-08-01,8815 RAMITA,5
2024-09-01,8815 RAMITA,10
2024-10-01,8815 RAMITA,0
2024-11-01,8815 RAMITA,8
2024-12-01,8815 RAMITA,2
2025-01-01,8815 RAMITA,0
2023-01-01,8815 SET X3 PERFORADORES,0
2023-02-01,8815 SET X3 PERFORADORES,0
2023-03-01,8815 SET X3 PERFORADORES,0
2023-04-01,8815 SET X3 PERFORADORES,0
2023-05-01,8815 SET X3 PERFORADORES,0
2023-06-01,8815 SET X3 PERFORADORES,0
2023-07-01,8815 SET X3 PERFORADORES,0
2023-08-01,8815 SET X3 PERFORADORES,0
2023-09-01,8815 SET X3 PERFORADORES,0
2023-10-01,8815 SET X3 PERFORADORES,0
2023-11-01,8815 SET X3 PERFORADORES,0
2023-12-01,8815 SET X3 PERFORADORES,0
2024-01-01,8815 SET X3 PERFORADORES,0
2024-02-01,8815 SET X3 PERFORADORES,0
2024-03-01,8815 SET X3 PERFORADORES,0
2024-04-01,8815 SET X3 PERFORADORES,0
2024-05-01,8815 SET X3 PERFORADORES,0
2024-06-01,8815 SET X3 PERFORADORES,0
2024-07-01,8815 SET X3 PERFORADORES,0
2024-08-01,8815 SET X3 PERFORADORES,0
2024-09-01,8815 SET X3 PERFORADORES,0
2024-10-01,8815 SET X3 PERFORADORES,0
2024-11-01,8815 SET X3 PERFORADORES,7
2024-12-01,8815 SET X3 PERFORADORES,4
2025-01-01,8815 SET X3 PERFORADORES,0
2023-01-01,8815 TAG X1,1
2023-02-01,8815 TAG X1,0
2023-03-01,8815 TAG X1,0
2023-04-01,8815 TAG X1,1
2023-05-01,8815 TAG X1,0
2023-06-01,8815 TAG X1,1
2023-07-01,8815 TAG X1,2
2023-08-01,8815 TAG X1,2
2023-09-01,8815 TAG X1,3
2023-10-01,8815 TAG X1,0
